date,Vancouver,Portland,SanFrancisco,Seattle,LosAngeles,SanDiego,LasVegas,Phoenix,Albuquerque,SanAntonio,Dallas,Houston,KansasCity,SaintLouis,Chicago,Nashville,Indianapolis,Atlanta,Denver,Minneapolis,Detroit,Jacksonville,Charlotte,Miami,Pittsburgh,Toronto,Philadelphia,NewYork,Montreal,Boston,Beersheba,TelAvivDistrict,Eilat,Haifa,Nahariyya,Jerusalem
201301041900,35.384,36.896,47.192,40.334,64.076,62.906,47.12,57.758,29.786,43.772,47.318,51.08,34.916,38.066,29.138,42.152,30.974,43.358,32.74,12.69,26.47,58.19,43.74,81.16,30.99,27.66,33.39,34.05,2.79,22.66,55.99,57.85,57.11,60.37,60.37,52.92
201301042000,37.13,37.958,49.64,42.098,67.334,64.85,48.758,59.45,27.68,45.014,48.29,52.664,34.88,39.092,28.796,43.682,30.632,44.06,35.28,13.01,27.81,57.43,44.02,80.69,32.27,28.15,33.44,34.05,3.13,22.96,55.99,53.6,52.46,60.37,60.37,52.92
201301042100,38.156,38.12,51.728,43.628,69.134,67.01,50.522,60.404,28.544,45.698,48.488,52.214,34.592,38.48,28.67,43.898,31.118,43.574,35.28,13.62,28.4,55.99,44.02,80.22,32.13,28.33,31.86,32.23,2.66,21.38,55,53.6,51.62,60.37,60.37,52.92
201301042200,39.218,37.868,53.006,44.366,69.17,66.56,50.81,61.142,30.344,45.59,47.75,51.512,33.8,37.454,28.418,42.278,29.966,42.62,36.84,13.15,29.34,55.78,43.74,78.73,30.43,28.02,30.94,30.72,3.25,19.67,54,51.8,44.6,60.37,60.37,52.92
201301042300,37.112,37.868,53.06,42.98,68.018,64.922,51.17,60.89,30.542,45.356,46.184,50.846,32.18,35.096,27.608,37.904,29.642,39.524,32.36,11.71,29.34,53.92,41.4,74.89,30.72,28.33,29.44,29.79,2.82,17.24,54,50,45.28,60.37,60.37,52.92
201301050000,35.888,36.95,51.854,40.46,64.652,60.962,45.896,58.694,25.988,44.222,43.808,50.054,31.532,33.422,27.014,34.97,30.38,37.094,29.71,10.54,29.66,50.29,38.25,73.17,29.82,27.39,28.33,29.91,3.13,15.71,55.99,51.8,42.8,60.37,60.37,52.92
201301050100,35.654,36.608,49.622,39.83,61.394,56.444,38.624,55.148,23.288,44.222,42.836,49.568,30.65,33.656,25.358,33.332,30.2,36.302,25.03,9.99,30.27,49.91,36.63,72.48,28.87,27.39,27.82,30.49,3.67,17.08,55,48.2,47.41,60.37,60.37,52.92
201301050200,35.348,35.906,47.678,39.578,58.964,54.05,42.044,53.096,18.968,43.736,42.224,49.37,28.994,33.962,24.386,32.576,29.984,35.294,22.53,11.01,29.93,49.33,34.7,71.44,28.58,28.33,28.02,30.02,5.31,17.51,53.01,46.4,48.87,60.37,60.37,52.92
201301050300,35.636,35.42,46.274,36.536,55.508,52.412,38.822,50.576,21.416,43.412,42.458,48.758,27.896,33.404,22.352,30.866,29.984,34.448,21.27,12.4,30.51,49.91,33.94,70.54,28.26,29.05,28.09,30.38,6.28,16.57,52,50.07,48.87,60.37,60.37,52.92
201301050400,35.6,35.312,43.484,36.068,52.646,51.962,36.392,49.172,13.64,43.304,42.62,47.984,26.312,32.252,20.732,29.174,30.038,34.376,20.59,13.41,30.51,49.91,33.26,69.13,27.91,29.43,28.44,30.74,5.18,16.48,53.01,50.65,50,60.37,60.37,52.92
201301050500,35.852,34.394,42.242,35.78,52.61,51.008,23.522,47.606,13.64,43.088,42.476,46.778,23.288,29.012,19.184,30.344,27.986,33.908,19.02,14.52,29.8,50.02,31.84,69.17,27.45,29.98,29.55,31.08,7.47,16.2,53.01,51.31,48.28,60.37,60.37,52.92
201301050600,35.186,32.468,42.188,35.312,48.902,44.168,25.304,41.378,10.544,42.044,41.072,46.238,24.242,25.97,20.372,27.698,24.728,32.036,15.28,11.2,26.82,49.82,30.1,68.53,26.04,30.67,29.33,31.01,12.45,19.74,53.02,53.5,50.95,60.83,60.83,52.78
201301050700,33.836,26.852,43.106,34.466,35.042,26.204,10.004,24.836,2.624,39.542,36.644,44.996,27.176,18.338,25.97,20.192,16.97,27.374,4.82,1.96,20.56,49.61,26.56,68.99,23.38,31.57,29.65,31.52,28.45,30.85,50.74,53.9,48.5,62.89,62.89,48.5
201301050800,33.512,26.762,42.566,34.196,36.392,24.908,9.338,23.756,1.94,39.236,36.752,44.816,27.122,17.6,24.962,19.976,15.962,26.888,4.44,1.59,19.21,49.42,25.72,67.8,22.6,32.14,29.16,31.15,27.93,30.61,51.9,55.84,50.44,62.56,62.56,50.44
201301050900,36.014,32.9,40.208,37.004,42.35,40.586,26.42,37.904,10.724,39.326,38.858,46.022,21.632,23.36,17.672,22.712,20.3,29.372,15.62,14.51,27.48,48.75,27.84,67.02,26.3,29.4,31.93,31.53,14.53,21.83,73.14,64.98,62.51,63.35,63.35,58.63
201301051000,36.644,34.88,39.074,37.76,45.23,44.942,31.676,41.9,13.19,39.146,39.632,46.31,19.76,24.782,14.576,23.486,21.074,29.876,19.09,18.57,29.34,48.4,27.99,65.97,27.01,28.87,32.52,31.41,9.72,18.75,81,64.98,58.93,63.39,63.39,62.65
201301051100,36.968,34.736,38.552,38.678,45.14,43.394,30.362,42.224,12.902,39.344,39.434,46.238,20.048,24.71,14.432,22.874,21.596,29.012,18.27,18.57,29.34,48.31,29.41,65.35,27.01,29.05,32.58,32.83,10.65,19.24,80.01,60.81,65.48,63.39,63.39,62.65
201301051200,37.238,34.862,38.084,39.218,44.186,42.656,29.192,41.072,11.3,38.426,39.434,46.058,19.922,24.242,15.17,22.19,20.696,28.994,19.35,18.28,27.86,47.92,28.35,66.64,27.42,29.05,32.74,33.36,12.69,21.58,74.51,66.2,68.12,62.92,62.92,60.39
201301051300,37.508,34.97,37.616,39.74,43.232,41.918,28.004,39.92,9.68,37.508,39.416,45.86,19.778,23.774,15.908,21.488,19.778,28.958,20.43,18,26.38,47.53,27.28,67.93,27.82,29.05,32.9,33.89,14.72,23.92,69.01,64.4,70.75,62.44,62.44,58.12
201301051400,37.706,34.97,37.778,40.586,43.016,40.766,26.96,37.67,9.68,37.508,39.866,46.112,20.174,24.008,17.24,25.43,20.66,32.27,20.71,18.1,24.94,50.11,32.47,72.73,28.26,29.84,33.55,34.23,17.13,28.15,64,62.6,74.57,62.44,62.44,58.12
201301051500,37.112,35.42,37.958,41.108,42.872,43.358,28.004,40.604,9.14,37.616,41.594,46.238,25.898,28.724,19.868,30.668,21.812,36.986,22.93,19.65,24.37,51.35,39.15,76.89,27.82,30.33,34.25,35.29,23.14,31.71,60.01,62.02,69.8,62.44,62.44,58.12
201301051600,37.274,35.42,37.976,41.54,45.212,47.948,31.856,45.734,15.098,38.426,42.332,46.544,29.75,31.802,23.216,35.474,22.928,40.946,30.25,21.67,25.66,54.05,43.09,78.46,28.11,30.7,34.59,36.5,27.28,34.88,59,61.45,60.14,62.44,62.44,58.12
201301051700,37.382,35.906,42.764,42.368,51.998,56.282,37.04,50.054,19.832,38.894,43.988,47.03,33.656,34.934,28.022,40.766,25.538,44.474,35.91,24.53,28.63,55.78,45.32,79.38,29.16,30.7,35.22,35.98,29.37,36.1,59,60.87,66.2,62.44,62.44,58.12
201301051800,38.552,36.644,47.93,43.628,58.136,61.178,41.45,53.06,23.666,39.722,45.626,47.804,37.436,36.968,32.54,43.196,26.006,47.228,40.15,26.64,28.92,55.85,47.5,79.81,30.42,30.7,36.23,38.35,30.49,36.79,59,57.2,62.6,62.44,62.44,58.12
201301051900,38.858,38.678,51.566,44.762,61.322,62.798,44.672,55.022,26.312,40.28,46.958,48.488,38.372,38.012,35.6,43.898,27.572,49.01,43.95,28.09,29.55,55.36,48.92,80.24,31.03,30.7,37.49,38.12,30.88,36.84,57,57.2,60.8,59.61,59.61,53.49
201301052000,39.74,39.74,53.24,47.606,63.464,63.446,46.526,56.39,27.716,40.514,48.002,48.29,40.46,38.75,36.41,44.906,29.138,49.784,46.18,28.72,29.89,55.58,50.38,79.57,31.46,29.61,37.69,37.74,30.78,36.54,55.99,55.4,60.8,59.61,59.61,53.49
201301052100,40.604,39.92,54.266,48.542,65.264,64.04,48.758,58.118,28.562,41.09,49.64,48.074,40.82,39.272,35.78,45.428,30.56,48.272,47.14,29.14,29.39,55.6,50.09,78.55,30.87,29.43,36.77,36.45,30.99,35.96,55.99,55.4,59,59.61,59.61,53.49
201301052200,40.802,40.298,54.914,48.83,65.3,64.688,48.992,58.586,29.642,41.558,48.632,47.966,40.676,39.092,34.898,43.718,29.048,46.616,47.17,27.59,28.89,54.39,46.92,76.98,30.11,29.05,35.8,35.74,30.88,35.11,55,53.55,52.39,59.61,59.61,53.49
201301052300,40.514,41.108,54.428,47.876,64.004,62.456,48.938,58.442,29.39,41.558,47.318,47.948,37.688,35.78,33.494,40.37,27.176,42.728,41.63,24.84,28.63,52.59,43.9,74.93,30.11,29.43,34.95,35.62,30.74,34.09,55,55.4,45.79,59.61,59.61,53.49
201301060000,40.298,39.668,53.852,46.184,62.168,59.468,46.886,56.084,26.96,40.766,46.634,47.696,35.24,33.044,32.09,37.508,26.798,39.92,36.45,21.61,28.29,51.3,40.95,73.99,29.82,29.05,34.56,35.49,30.74,32.99,54,55.4,55.4,59.61,59.61,53.49
201301060100,39.992,38.102,50.99,44.168,57.794,55.13,43.736,51.584,24.26,40.514,46.274,47.48,33.908,31.334,30.956,34.214,26.438,37.562,31.19,18.81,27.32,50.25,38.79,73.99,28.8,28.33,34.11,35.04,30.52,30.99,55,55.4,50.59,59.61,59.61,53.49
201301060200,39.992,36.212,48.47,44.402,54.122,51.926,39.2,48.776,23.198,40.514,45.806,47.246,32.954,30.578,30.236,29.948,25.88,35.438,29.88,16.41,26.8,49.21,35.89,73.09,27.97,28.51,34.05,34.36,30.16,30.7,55,55.4,45.79,59.61,59.61,53.49
201301060300,40.622,35.258,46.418,42.44,50.738,48.722,36.716,45.338,22.712,40.514,45.536,46.904,34.43,29.102,29.048,29.246,24.224,33.17,29.73,15.8,25.97,48.49,35.71,72.84,27.75,29.46,33.3,33.66,29.91,30.51,55,55.4,53.6,59.61,59.61,53.49
201301060400,39.83,34.952,45.158,42.098,49.334,47.624,35.834,44.006,21.92,40.514,45.014,46.904,33.962,27.446,28.724,28.904,23.09,32.072,27.09,15.3,25.97,47.91,34.18,71.71,26.69,30.52,32.81,33.17,29.48,30.74,54,53.6,53.6,59.61,59.61,53.49
201301060500,39.542,34.304,43.358,41.81,47.642,45.626,34.394,42.566,19.22,40.514,44.708,46.904,33.584,27.608,28.076,27.482,21.596,30.956,26.82,12.69,25.12,47.46,32.95,70.79,26.08,31.28,32.13,33.19,29.91,29.86,55,55.4,55.18,59.61,59.61,53.49
201301060600,39.794,33.548,42.494,41.486,46.67,44.942,33.854,40.82,19.076,40.514,44.492,46.472,34.718,28.076,27.698,26.078,20.282,30.974,24.62,12.58,24.84,46.42,31.1,68.95,26.08,32.07,31.28,33.3,30.27,29.86,57.99,57.2,56.77,59.61,59.61,53.49
201301060700,38.93,33.89,41.63,41.882,44.708,43.664,31.478,40.856,19.454,41,44.276,46.004,34.214,28.598,26.726,25.538,20.804,30.236,23.85,11.53,23.92,44.96,30.13,68.9,25.3,32,30.69,33.06,30.76,30.87,66.99,59.58,60.17,60.51,60.51,59.22
201301060800,38.732,33.998,40.01,41.45,44.024,42.674,30.578,39.848,19.85,40.514,43.538,45.644,34.304,28.094,27.266,25.034,20.642,29.3,21.13,11.57,23.4,44.51,28.76,68.32,25.3,32.38,30.09,32.14,29.26,32.54,72,58.94,56.54,60.51,60.51,59.22
201301060900,39.326,34.214,39.434,41.378,44.42,42.242,28.832,38.858,21.308,40.514,42.998,44.942,32.414,27.554,26.168,24.314,19.904,29.12,20.08,11.98,23.07,44.31,28.63,68,25.72,32.38,30.63,31.57,27.54,32.43,72,59.65,67.57,60.51,60.51,59.22
201301061000,39.128,34.214,38.948,40.838,43.358,42.044,28.742,38.858,20.21,40.514,42.638,43.466,32.324,26.798,24.674,23.864,18.824,29.21,22.46,10.29,22.14,43.74,27.63,67.98,25.74,32,30.78,31.57,26.83,32.52,68,59.65,60.45,60.51,60.51,59.22
201301061100,39.236,34.214,40.154,40.838,42.44,42.494,27.896,38.372,17.24,40.514,40.334,43.214,33.8,26.78,22.946,23.036,18.122,28.922,21.04,8.71,20.82,43.14,26.82,68,25.5,32.54,30.27,31.89,24.44,31.59,64.99,59.04,68,60.51,60.51,59.22
201301061200,39.596,34.484,39.524,40.352,42.008,40.73,28.832,38.606,16.682,40.64,39.002,41.774,35.024,27.788,22.172,23.972,18.41,27.986,21.42,9.61,20.35,42.13,25.79,67.5,25.74,32.13,29.89,32.36,20.62,31.08,66,59.65,69.58,60.51,60.51,59.22
201301061300,39.326,34.448,39.56,40.928,41.198,40.928,28.004,37.04,17.24,41.216,38.768,42.17,35.798,29.156,23.216,23.306,19.166,28.706,18.34,9.73,19.99,43.61,26.58,68.61,25.74,31.82,30.6,32.86,18.68,31.14,64,56.62,68,58.87,58.87,54.73
201301061400,39.686,34.664,40.352,41.234,40.928,40.118,28.292,33.98,18.05,41.468,39.506,42.368,36.05,30.236,25.07,26.474,21.344,32.216,18,9.55,21.27,47.55,33.73,69.67,26.29,32.13,32.95,35.47,18.34,35.74,62.01,56.53,62.11,58.87,58.87,54.73
201301061500,39.092,34.682,41.45,42.044,41.162,41.468,26.636,35.996,19.706,42.584,40.64,42.476,36.41,33.62,28.022,30.884,25.376,36.014,22.24,10.78,22.71,53.17,39.87,73.6,27.18,33.28,35.46,38.86,18.43,38.19,60.01,55.4,51.51,58.87,58.87,54.73
201301061600,39.236,34.718,42.62,41.594,43.304,46.85,31.226,43.286,22.316,44.06,42.728,43.664,37.148,36.212,31.964,36.374,29.534,39.416,28.42,15.26,27.16,57.97,43.3,75.51,28.63,33.58,37.47,40.23,19.49,39.9,59,56.86,65.98,58.87,58.87,54.73
201301061700,39.164,35.078,44.528,41.972,49.748,54.32,37.508,48.056,26.33,46.292,44.654,44.51,38.048,38.84,34.538,41.702,34.97,42.854,34.32,17.55,29.32,59.85,46.27,77.67,30.92,34.38,38.71,42.12,20.68,39.83,57.99,57.27,64.29,58.87,58.87,54.73
201301061800,39.92,35.672,46.976,42.26,55.832,58.226,41.252,51.602,28.652,49.118,47.03,44.312,39.74,41.558,37.436,44.438,37.436,44.798,35.1,20.01,30.4,61.47,47.59,79.11,33.31,34.56,39.96,42.64,20.89,40.19,57.99,56.95,62.6,58.87,58.87,54.73
201301061900,40.172,36.122,49.082,42.746,59.666,60.836,44.6,55.112,31.316,51.584,48.812,44.312,41.576,43.502,37.526,44.654,39.128,46.67,38.1,22.21,30.69,62.47,48.29,78.82,35.19,34.93,40.1,44.22,20.1,40.35,57,56.62,58.42,57.94,57.94,53.71
201301062000,40.586,36.878,50,42.908,62.186,62.6,47.39,57.632,33.224,53.978,51.26,44.816,41.576,43.862,37.076,45.986,37.904,47.678,37.72,23.27,31.66,61.75,48.34,79.14,35.4,33.69,40.23,44.33,19.49,39.51,57,56.62,58.71,57.94,57.94,53.71
201301062100,41.36,36.86,50.342,42.458,62.996,62.852,48.758,60.296,35.618,55.94,52.304,45.248,43.394,43.286,33.746,45.986,35.78,47.984,37.87,23.63,32.07,61.25,47.7,78.01,35.06,32.74,37.58,41.2,17.06,36.37,55.99,55.4,59,57.94,57.94,53.71
201301062200,42.188,37.292,50.54,43.376,62.384,61.466,49.046,61.394,36.266,56.732,52.214,46.292,43.484,42.404,33.782,44.438,34.178,47.318,37.54,22.53,30.34,59.11,45.72,76.28,33.22,32.38,34.43,37.51,14.32,32.4,55,53.6,48.2,57.94,57.94,53.71
201301062300,41.918,37.184,50.234,43.376,61.394,60.17,49.046,60.818,35.06,56.372,50.18,46.436,42.818,41.828,34.124,44.06,33.44,46.436,35.87,21.22,30.88,57.81,44.94,76.05,32.72,32.54,32.65,33.12,14.07,30.88,55,52.7,46.21,57.94,57.94,53.71
201301070000,40.514,36.95,50.054,42.548,57.236,57.146,47.678,58.226,34.304,49.046,46.022,46.436,39.218,40.388,34.718,43.898,33.26,45.068,30.47,19.08,31.42,55.69,42.62,72.39,32.72,30.88,31.15,33.13,11.28,26.44,55,51.8,44.22,57.94,57.94,53.71
201301070100,40.262,36.122,48.758,41.81,54.986,53.564,43.88,53.402,31.154,45.734,44.312,46.292,38.426,40.568,34.718,43.376,32.702,43.322,27.27,18.95,32.59,55.44,42.39,71.91,32.72,31.3,29.5,30.94,8.33,24.89,54,55.4,44.22,57.94,57.94,53.71
201301070200,40.01,35.708,48.452,41.198,52.97,51.692,42.566,49.91,29.408,42.602,43.034,46.292,35.384,40.226,35.294,43.682,33.998,42.188,25.63,17.49,32.74,54.86,42.48,70.52,32.7,31.82,29.26,31.8,9.09,22.96,53.01,53.6,44.22,57.94,57.94,53.71
201301070300,41.126,35.294,48.236,41.594,50.972,49.19,41.216,46.814,29.552,40.172,41.09,46.436,33.044,40.748,35.294,43.376,34.214,42.188,25.45,16.93,32.9,54.86,42.08,70.54,32.63,33.03,30.22,30.83,10.47,21.51,52,53.6,57.2,57.94,57.94,53.71
201301070400,40.838,35.186,47.804,41.954,51.332,48.02,39.758,44.114,26.24,38.354,40.73,46.436,31.316,40.928,35.078,42.53,34.556,42.044,23.68,17.4,33.01,54.63,42.03,69.03,33.48,32.72,31.01,31.75,10.22,21,52,53.6,57.2,57.94,57.94,53.71
201301070500,40.442,35.294,47.57,41.198,49.658,46.742,38.39,43.34,22.964,36.374,39.002,46.22,30.434,40.604,35.564,42.53,34.322,41.612,23.68,17.94,33.82,54.43,41.88,69.22,33.48,32.04,31.5,32.56,11.01,22.12,55.99,53.6,59,57.94,57.94,53.71
201301070600,39.722,35.492,47.12,40.478,48.2,46.382,37.688,42.116,21.776,35.582,37.256,45.878,29.948,40.532,35.834,42.152,35.114,41.45,24.04,17.42,33.82,54.07,41.5,69.84,33.21,32.72,32.25,33.26,12.96,22.64,55.99,55.4,59,57.94,57.94,53.71
201301070700,40.136,35.294,46.922,40.244,48.938,45.5,35.618,41.522,19.598,35.024,36.662,45.266,29.192,40.838,35.978,42.152,35.636,41.36,23.11,16.48,34.21,53.62,40.57,70.59,33.21,32.72,32.59,33.46,14.36,24.53,57.99,57.2,59.61,58.96,58.96,56.12
201301070800,39.848,35.168,46.328,40.244,48.182,45.644,34.25,41.036,16.844,35.24,35.042,44.276,28.292,39.776,36.266,41.936,35.798,41.18,22.19,15.66,34.43,54.3,40.95,72.45,33.48,33.1,32.13,33.57,14.94,24.84,60.01,54.59,62.6,58.96,58.96,56.12
201301070900,39.38,35.168,45.212,39.848,48.218,45.446,35.906,40.082,18.23,34.538,34.808,43.79,26.888,37.472,35.708,41.45,35.474,41.18,21.42,15.37,34.43,54.64,40.73,71.83,33.48,32.38,32.4,33.1,15.31,26.31,63,60.8,66.2,58.96,58.96,56.12
201301071000,39.542,34.97,45.14,39.506,48.974,45.896,35.168,39.848,19.04,34.16,35.564,43.556,25.07,35.744,35.42,40.622,35.474,41.18,21.94,15.96,35.44,55.33,40.84,72.03,33.04,32.79,32.11,33.08,16.03,27,64,61.38,68,58.96,58.96,56.12
201301071100,40.712,34.664,45.068,39.344,48.272,44.978,35.312,40.442,16.214,34.556,35.348,42.908,24.17,34.286,31.91,39.92,35.474,41.09,21.18,14.97,34.77,55.56,41.11,72.19,32.09,32.79,31.26,33.4,15.91,26.89,62.01,60.8,69.8,58.96,58.96,56.12
201301071200,40.28,34.754,45.158,39.344,47.516,44.78,35.312,38.93,13.28,33.926,34.466,42.764,22.694,33.422,29.102,38.876,35.474,40.622,21.25,12.47,34.43,56.03,41.63,72.81,32.63,34.21,30.15,33.31,13.78,27.37,62.01,62.6,68.9,58.96,58.96,56.12
201301071300,40.352,34.754,45.5,39.344,46.634,46.112,35.834,39.02,14.252,33.368,33.71,42.332,22.568,32.738,27.572,38.048,35.654,40.784,21.31,11.21,34.77,56.52,41.77,73.56,32.45,34.66,30.74,33.8,13.75,28.33,62.01,62.6,68,59.34,59.34,56.19
201301071400,41.414,34.538,45.77,39.884,46.274,46.85,35.672,38.552,14.252,33.62,34.7,42.188,22.694,32.234,26.546,39.254,36.176,41.252,18.93,9.75,35.44,56.07,42.58,75.38,33.91,34.38,34.52,35.08,14.5,30.88,60.01,62.02,60.63,59.34,59.34,56.19
201301071500,41.072,34.43,45.338,39.596,46.616,46.4,35.582,40.784,18.086,42.782,38.282,42.908,24.206,33.098,26.546,42.116,34.592,42.188,23.29,11.82,35.85,58.5,44.55,78.67,34.68,34.38,37.92,36.93,14.95,35.26,59,62.02,53.26,59.34,59.34,56.19
201301071600,40.334,34.862,45.05,40.118,47.498,46.67,36.5,44.96,20.696,49.172,42.962,45.248,26.906,33.008,26.546,44.42,31.712,44.15,31.06,14.77,36.19,59.9,46.94,79.63,35.8,34.56,41.81,38.93,16.48,37.17,52.98,61.45,65.98,59.34,59.34,56.19
201301071700,41.27,35.312,45.68,40.856,49.532,50.702,40.946,51.368,26.438,54.23,46.868,49.352,29.066,33.71,27.86,46.652,30.002,45.464,39.63,17.26,36.75,61.29,49.23,79.3,36.97,35.31,44.55,42.6,16.03,39.85,54.9,61.45,57.71,59.34,59.34,56.19
201301071800,41.324,36.356,46.472,42.224,52.772,53.492,45.41,57.344,33.764,56.642,50.45,52.574,32.018,34.322,30.272,47.03,29.642,46.508,43.14,19,36.16,61.16,50.95,80.44,36.97,36.46,46.24,46.09,16.23,41.05,54.9,60.22,65.98,59.34,59.34,56.19
201301071900,41.36,37.742,47.318,43.088,54.77,55.742,47.138,59.612,36.176,58.622,52.664,55.382,35.114,35.402,32.846,49.442,29.3,47.3,46.9,20.41,36.28,58.69,52.5,79.5,36.97,36.77,46.78,46.78,16.95,41.88,51.42,59,62.6,58.46,58.46,54.28
201301072000,41.054,38.588,48.11,43.934,55.148,56.3,48.218,61.592,37.688,59.9,54.23,56.84,36.932,36.68,33.44,49.55,28.742,48.308,48.67,21.22,36.3,56.79,52.07,80.01,36.91,36.77,46.45,47.1,16.56,41.27,51.42,55.35,60.8,58.46,58.46,54.28
201301072100,40.676,38.912,48.614,44.114,56.066,56.264,49.928,62.474,40.082,60.728,54.662,58.172,38.57,36.59,32.936,47.516,26.906,47.354,48.42,21.2,35.71,56.16,52.36,78.94,36.54,36.21,44.44,44.98,16.32,38.52,51.42,57.2,64.4,58.46,58.46,54.28
201301072200,40.748,39.866,49.064,43.88,55.922,55.166,49.028,63.536,39.452,60.242,54.14,58.172,38.3,35.744,31.298,45.986,26.492,45.77,46.72,19.99,34.83,55.9,49.82,78.03,35.29,36.18,42.3,43.11,16.9,34.68,51.42,55.4,51.8,58.46,58.46,54.28
201301072300,40.496,39.74,50.234,43.502,54.32,55.4,49.946,63.662,38.84,58.136,52.43,56.246,36.14,32.756,29.732,43.772,26.654,43.358,41.11,17.73,34.83,55.13,45.52,75.02,35.08,35.87,40.32,41.32,17.4,31.69,51.42,57.2,48.94,58.46,58.46,54.28
201301080000,40.424,39.74,49.712,43.178,53.51,54.284,49.55,61.844,34.61,52.718,47.624,52.286,33.602,29.66,28.076,39.83,27.176,41.324,35.82,15.64,34.83,55.11,43.3,73.98,34.5,35.49,39.96,41.14,18.05,30.92,51.42,57.2,62.6,58.46,58.46,54.28
201301080100,40.262,39.308,48.146,42.89,52.286,52.088,46.058,56.624,31.802,49.334,44.456,49.172,31.19,29.192,26.87,35.384,27.338,39.758,33.73,14.52,34.48,54.43,42.04,73.2,34.5,34.93,40.15,41.36,17.6,31.19,51.42,57.2,47.23,58.46,58.46,54.28
201301080200,39.452,38.768,45.698,42.674,51.674,50.342,41.99,53.24,28.418,47.12,41.432,47.912,31.424,27.392,25.7,33.458,27.734,38.912,33.33,13.96,34.21,54.43,43.25,72.25,34.5,33.66,40.62,41.14,16.9,31.48,51.42,56.62,48.36,58.46,58.46,54.28
201301080300,39.614,38.678,44.366,42.854,51.476,49.946,40.28,51.296,29.48,44.42,39.794,46.778,30.434,26.42,24.494,30.74,27.176,38.426,35.13,13.87,34.21,53.51,43.34,70.52,34.29,30.58,40.57,39.99,15.94,31.21,51.42,56.05,60.8,58.46,58.46,54.28
201301080400,39.47,39.092,44.456,42.242,50.828,49.226,38.624,48.614,30.2,42.926,37.76,44.582,31.64,24.836,23.216,29.732,26.42,37.994,34.77,15.31,34.21,52.43,42.06,69.82,33.67,27.79,40.62,38.7,15.39,30.87,51.42,54.82,56.48,58.46,58.46,54.28
201301080500,38.912,39.128,42.836,41.36,49.658,48.974,38.822,46.526,27.608,39.38,35.726,42.296,30.452,24.548,22.244,28.058,26.078,37.814,34.97,16.41,34.21,51.73,38.44,69.08,33.46,24.85,40.23,37.74,14.23,30.11,51.42,53.6,58.78,58.46,58.46,54.28
201301080600,39.254,40.136,42.152,40.1,49.748,49.91,37.796,46.238,29.48,37.742,34.286,41,30.596,23.594,21.038,27.194,23.684,37.238,35.71,18.07,33.82,51.84,36.46,68.45,32.34,23.02,38.77,36.73,12.74,30.63,51.01,56.62,46.4,58.46,58.46,54.28
201301080700,38.516,40.046,41.198,40.1,48.74,49.352,38.264,46.292,29.93,35.834,33.26,41.378,31.028,23.054,20.606,26.798,21.974,36.446,37.33,21,33.67,51.39,32.95,67.66,31.17,21.36,37.09,36.12,12.51,30.34,53.01,56.05,60.8,58.28,58.28,56.32
201301080800,38.156,40.37,40.91,40.172,47.984,48.668,37.904,46.13,28.94,34.25,33.422,40.172,30.92,22.442,20.048,25.376,20.57,36.626,36.9,24.12,33.15,51.26,33.21,68.25,30.78,20.43,37.92,34.75,11.03,29.75,55,56.05,61.59,58.28,58.28,56.32
201301080900,37.94,40.622,39.938,40.496,47.804,48.47,36.86,42.584,26.834,32.684,32.99,39.416,31.082,22.622,19.148,25.196,19.922,35.69,35.31,25.97,32.47,49.89,32.04,67.17,30.54,20.12,36.95,35.37,9.75,30.79,57,59,62.38,58.28,58.28,56.32
201301081000,37.85,41.648,39.416,40.82,46.004,47.444,39.848,41.324,26.33,31.82,32.036,39.02,30.938,23.072,19.148,24.548,18.68,34.826,35.78,27.55,32.99,47.79,32.61,66.49,30.34,20.46,36.91,34.77,8.28,30.58,62.01,61.38,62.6,58.28,58.28,56.32
201301081100,37.688,41.648,38.948,41.342,46.13,46.508,39.002,39.452,26.654,34.988,30.92,37.814,30.704,22.478,20.678,24.314,17.204,33.476,35.82,27.84,32.81,47.37,34.09,66.22,30.38,20.08,36.84,33.64,6.67,29.5,62.01,60.22,60.58,58.28,58.28,56.32
201301081200,37.346,42.494,39.002,42.062,46.706,45.968,39.254,38.084,26.276,34.268,30.29,36.788,30.866,22.424,21.02,23.792,17.132,31.19,33.31,27.66,32.05,46.8,31.53,66.47,30.34,20.08,35.85,33.89,5.67,29.93,59,60.8,60.8,58.28,58.28,56.32
201301081300,37.022,43.214,37.922,42.926,46.058,45.968,39.29,36.554,26.024,35.762,29.876,37.256,31.1,23.342,21.83,23.684,15.332,29.876,31.77,26.91,32.65,47.28,33.12,66.83,30.11,20.26,37.56,36.59,4.48,30.31,57,55.15,62.38,57.45,57.45,52.09
201301081400,36.824,43.826,39.38,43.988,45.086,45.608,37.994,36.554,25.628,35.924,31.622,39.434,31.928,24.926,23.756,26.366,17.312,33.35,29.91,26.73,32.13,51.06,39.06,70.34,30.43,21.16,40.46,40.96,3.6,35.91,55.99,56.62,60.8,57.45,57.45,52.09
201301081500,36.572,46.166,39.038,44.96,44.474,45.392,36.806,39.812,26.402,40.406,39.092,44.312,34.988,30.632,27.194,31.046,22.046,40.712,30.24,26.82,32.85,53.33,43.5,72.95,30.43,23.72,42.51,42.37,5.9,37.13,54,55.4,57.2,57.45,57.45,52.09
