Username,Timestamp,Events,Time Spent,Time Helped,TA who helped,Time Helped,Time Waited,Notes
311,20171004,HW/Project,60,Trouble with sentinel,radish,10/4/17 17:32,17:32:37,Loop logic
435,20171004,Lab4,15,Want to show my lab4 for a point,radish,10/4/17 17:51,17:51:37,student left
535,20171004,HW/Project,15,I need help with the index of my list in Part 7,radish,10/4/17 17:52,17:52:12,Ending while loop
171,20171004,HW/Project,60,my program doesn  t work,radish,10/4/17 17:59,17:59:03,Ending whileloop
435,20171004,Lab4,15,Need a point for my lab4; it is complete ,,,,requested again
535,20171004,HW/Project,60,My list is printing out the wrong things in Part 6,radish,10/4/17 18:07,18:07:47,nevermind
522,20171005,HW/Project,60,I am having trouble finding the best way to do part 5 of the homework;,iceberg lettuce,10/5/17 9:53,9:53:48,Needed help with while loops 
361,20171005,Lab5,60,stuck on how to change a value in a list,iceberg lettuce,10/5/17 10:17,10:17:39,Lists indexing issue; never saving vote value
555,20171005,HW/Project,15,sentinel statement goes into list,iceberg lettuce,10/5/17 10:22,10:22:28,Needed help with sentinal while loops
376,20171005,HW/Project,15,I am having trouble with part 5 and part 7 of the homework; for part 5; I do not know how to make it so that it ignores leading zeros and not allow it to have a repeating number for the PIN; and for part 7 I do not know how to make it so that   you cannot input the same item more than once;,iceberg lettuce,10/5/17 10:25,10:25:36,String indexing
235,20171005,HW/Project,90,Confused on how to approach box problem and with boolean flags for problem 5,nectarine,10/5/17 10:35,10:35:52,didn  t know how to copy paste a block
549,20171005,HW4,90,hw4_part2;py while loop for the fill variable,iceberg lettuce,10/5/17 10:37,10:37:06,Needed help with printing insides of box
292,20171005,HW4,60,"The problem is for hw4 part 4 it just keeps asking what grade the user got; how do I get it to exit the second while loop and move on to the1st  "",60""",nectarine,10/5/17 10:40,10:40:07,help with boolean flags
522,20171005,HW/Project,60,There is still an error message when I go to check the length of the pin,nectarine,10/5/17 10:48,10:48:46,help learning how to debug
555,20171005,HW/Project,15,Finding highest grade; max value,iceberg lettuce,10/5/17 10:52,10:52:55,Didn  t understand max grade; reffered to previous lab
376,20171005,HW/Project,30,I would like to clarify something about part 5 of the homework; I also need help with not allowing the user to repeat an item on the list in part 7; ,nectarine,10/5/17 10:55,10:55:34,clarification
292,20171005,HW/Project,5,It seems that the code for my if statement is invalid I dont know how,iceberg lettuce,10/5/17 11:00,11:00:23,Used if instead of while
361,20171005,HW/Project,90,stuck on how to begin,nectarine,10/5/17 11:03,11:03:40,help checking for correct length
549,20171005,HW4,15,hw4_part5;py making sure im primming my loop correctly,,,,office hours over
235,20171005,HW/Project,90,Created one of the fill rows; having trouble printing height -2 fill rows,,,,office hours over
376,20171005,HW/Project,30,I am still having trouble with not allowing the user to input the same item on part 7;,,,,office hours over
252,20171005,HW/Project,90,How do I check if something is already in the list?,coconut,10/5/17 12:04,12:04:11,was having trouble figuring out how to replace   in  
555,20171005,HW/Project,15,Getting highest grade; max value,coconut,10/5/17 12:12,12:12:44,needed to be pointed to the temperature lab
378,20171005,HW/Project,90,Logic in problems 5 and 7 from this weeks homework,coconut,10/5/17 12:17,12:17:05,tricky logic error; can  t remember what it was
376,20171005,HW/Project,30,My part 7 is working; but I do not know why it is working and would like it explained;,coconut,10/5/17 12:30,12:30:22,student left
460,20171005,HW/Project,90,My program isn  t doing what I expect it to and how to properly use boolean flags;,coconut,10/5/17 12:31,12:31:03,was trying to index ints
343,20171005,HW/Project,30,problem 4  cant check to find maxs and mins and loop is not working,coconut,10/5/17 12:54,12:54:21,didn  t quite get while loop validation
445,20171005,Lab5,15,My program isn  t saving user input into the correct index,ugli fruit,10/5/17 13:00,13:00:51,checked lab 5 and put revised grade in blackboard
381,20171005,HW4,30,I need help hw4 part7 checking the items if already exist,ugli fruit,10/5/17 13:04,13:04:28,helped student figure out how to compare items in list without using in operator
426,20171005,HW/Project,60,I  m stuck on an infinite loop in my program; ,ugli fruit,10/5/17 13:12,13:12:06,student had already fixed infinite loop; but helped point out another bug in his loop for hw4 part 7
203,20171005,Lab5,15,My lab keeps giving me a syntax error that says my index is out of range; ,ugli fruit,10/5/17 13:21,13:21:35,student was using <= len(list) instead of just <
252,20171005,HW/Project,90,I till cannot figure out #7,squash,10/5/17 14:15,14:15:07,Explained concepts of iterating over list and boolean flags
252,20171005,Lab5,90,how do you print the values of the list in an index,ugli fruit,10/5/17 13:45,13:45:11,helped student make progress with lab 4
426,20171005,HW/Project,60,"I  m trying to print error"" when a string is entered twice in a string;  """,squash,10/5/17 14:16,14:16:13,student left
549,20171005,HW4,15,hw4_part7;py using my index to make sure there is no repeats in the list,squash,10/5/17 14:17,14:17:12,student left
478,20171005,HW/Project,90,How to set up the   in   operator without using it,ugli fruit,10/5/17 13:50,13:50:06,helped get started with using while loop intead of in operator
187,20171005,Lab4,5,Check lab04 and lab05 for extra point,squash,10/5/17 14:17,14:17:47,student left
338,20171005,HW/Project,60,my program is keep looping,squash,10/5/17 14:18,14:18:02,Fixed the ordering of his decision statements
578,20171005,HW/Project,30,Comments,ugli fruit,10/5/17 14:05,14:05:24,helped with hw problems on PIN if statements and using while loop instead of in operator
114,20171005,HW/Project,60,On question 2; I need to know how to make the first and last line print just the outline symbol; and how to make the inner lines continue to go down;,squash,10/5/17 14:29,14:29:04,Helped fix her while loops
555,20171005,HW/Project,15,Trouble with printing list properly,vanilla,10/5/17 14:33,14:33:46,Sorting out logic for grocery list
494,20171005,HW/Project,90,My program is exiting before it should and giving invalid output,squash,10/5/17 14:34,14:34:39,student left
375,20171005,HW/Project,30,I  m getting an extra line on my program; How do I delete it?,squash,10/5/17 14:34,14:34:58,student left
362,20171005,HW4,15,help fixing my output hw4 part4,squash,10/5/17 14:35,14:35:10,Had commas inside of their input statement
311,20171005,HW/Project,60,Help with counting box infinite loop,vanilla,10/5/17 14:11,14:11:57,Sorting out logic for box problem
181,20171005,HW/Project,30,need help on creating a box; how to check for leading 0/ending 0/repeating  number in a variable input; how to check for duplicates in a list and keep it from going  into it,squash,10/5/17 14:38,14:38:53,Helped him understand how to approach the problem from what he had
252,20171005,Lab5,90,I can not figure out how to print out the votes properly,,,,requested again
252,20171005,HW/Project,90,How do you check in a list that you have already input an item,,,,requested again
381,20171005,HW4,30,need help hw4 part 7; how to check if in list two items are already exist,squash,10/5/17 14:45,14:45:55,student left
512,20171005,HW/Project,60,I am having trouble debugging my program; It keeps asking for an input (infinite loop),squash,10/5/17 14:46,14:46:11,student left
460,20171005,HW/Project,90,My program isn  t printing out what I expect it to (while and if loops),vanilla,10/5/17 14:42,14:42:27,Checking over code
375,20171005,HW/Project,30,I  m getting an extra line on my program; How do I delete it?,,,,requested again
343,20171005,HW/Project,90,problem 4; loop doesnt work,squash,10/5/17 14:46,14:46:43,student left
325,20171005,HW/Project,30,Having problem while loop for part 5; The program is not entering the while loop,vanilla,10/5/17 14:46,14:46:31,While loop not working correctly
252,20171005,Lab5,90,How do I get two lists to print out together?,,,,requested again
223,20171005,Lab5,60,I need my lab checked since I was unable to finish during the lab period,squash,10/5/17 14:47,14:47:12,student left
470,20171005,Lab5,60,Get lab signed off,squash,10/5/17 14:47,14:47:22,student left
361,20171005,HW/Project,90,iterate through a string,squash,10/5/17 14:47,14:47:52,Told them how to get the last character in a string
340,20171005,HW/Project,15,I  m getting an error message after my program successfully runs,squash,10/5/17 14:49,14:49:41,student left
229,20171005,HW4,90,Getting an error on part4 of HW4,squash,10/5/17 14:49,14:49:56,student left
397,20171005,HW2,30,Not sure why points were deducted from HW2 part 5;,squash,10/5/17 14:17,14:17:35,student left
494,20171005,HW/Project,60,Program looping incorrectly; trouble with iterating through lists,,,,requested again
130,20171005,HW4,90,Hw4 part4; i need help figuring out how to make it print the highest grade and the no part doesn  t get executed in the program and it accepts scores higher than 100,squash,10/5/17 14:51,14:51:56,Student did not make comparisons with the grades
325,20171005,HW/Project,90,Part 5 while loop isn  t working correctly,,,,requested again
555,20171005,HW/Project,15,Trouble with getting highest grade; max value,vanilla,10/5/17 14:53,14:53:28,working out max/min logic
130,20171005,HW4,90,Hw4 part4; i need help figuring out how to make it print the highest grade and the no part doesn  t get executed in the program and it accepts scores higher than 100,,,,requested again
252,20171005,HW/Project,90,how do I check if something is already in a list,,,,requested again
361,20171005,HW/Project,90,Cant figure out how to iterate through a string,,,,requested again
171,20171005,HW/Project,90,My program doesn  t work,squash,10/5/17 14:56,14:56:32,Suggested using a variable to keep track of maximum
471,20171005,HW4,60,I  m stuck on homework 4 part 2 and part 5,squash,10/5/17 14:59,14:59:21,Taught him a few string tricks
130,20171005,HW4,90,Hw4 part4; i need help figuring out how to make it print the highest grade and the no part doesn  t get executed in the program and it accepts scores higher than 100,mango,10/5/17 15:26,15:26:10,Ending zero
535,20171005,HW/Project,90,I need help with finding duplicates of items in Part 7,mango,10/5/17 15:30,15:30:11,Help with duplicates
503,20171005,HW/Project,60,for loop; in operator; etc,mango,10/5/17 15:38,15:38:50,Help with part4
364,20171005,Lab5,90,Could you check the code on my lab?,vanilla,10/5/17 14:33,14:33:16,checking lab
362,20171005,HW/Project,15,fixing output,mango,10/5/17 15:48,15:48:41,Bool flag question
338,20171005,HW/Project,90,the boolean is not working;;,quince,10/5/17 15:54,15:54:18,debug spelling
218,20171005,HW2,90,"HW2 - having problems with setting up conditions and limits on dimensions of box; not sure what values to use on while loop to do this; HW4- not sure how to calculate highest overall number using index listing and while loop; HW5 - Not sure how to set up conditionals with limits at zero/repeat at start; HW7 - not sure how to print error"" when item already on list on an if statement; """,mango,10/5/17 15:57,15:57:45,Help with duplicates
467,20171005,HW/Project,15,Program just gives a blank after data is input,quince,10/5/17 16:06,16:06:44,student left
130,20171005,HW4,90,Hw4 pt4; I still can  t figure out how to make it work for the yes part of extra credit; and print out the highest grade;,quince,10/5/17 16:07,16:07:21,student left
535,20171005,HW/Project,90,I need help with finding duplicates of items in Part 7,,,,requested again
361,20171005,HW/Project,90,cant figure out how to find if the number repeats,mango,10/5/17 16:07,16:07:38,Changing loops to if 
471,20171005,HW4,60,I  m stuck on hw4 part5,quince,10/5/17 16:07,16:07:44,student left
503,20171005,HW/Project,90,reset ,quince,10/5/17 16:08,16:08:07,logic walkthrough 
503,20171005,HW/Project,90,structure,,,,requested again
361,20171005,HW/Project,90,code wont exit infinite loop,,,,requested again
314,20171005,Lab5,15,finish lab and issue with one hw,mango,10/5/17 16:14,16:14:18,Repeating numbers
362,20171005,HW/Project,15,evaluate the max value,quince,10/5/17 16:15,16:15:01,max explain 
311,20171005,HW/Project,90,Hollow box is not printing,mango,10/5/17 16:20,16:20:24,structure help with box fill
130,20171005,HW4,90,Hw4 part5; I was able to figure it out but now i need help figuring out how to differentiate between a too short pin and a pin that  s complete and one that has a zero and it  s too short,,,,requested again
224,20171005,HW4,60,HW4_Part7: issues with while loop and then appending ,quince,10/5/17 16:28,16:28:57,logic 
575,20171005,HW/Project,30,How do I count the length of a string?,quince,10/5/17 16:35,16:35:50,len
355,20171005,HW/Project,30,i have a question about lists,quince,10/5/17 16:36,16:36:20,explained list operations 
264,20171005,HW/Project,60,how stop allowing repeat words in list,mango,10/5/17 16:48,16:48:41,understanding bool flags
314,20171005,HW/Project,15,I don  t know how to check if a number has repeated number,quince,10/5/17 16:52,16:52:09,Helped with logic of appending 
338,20171005,HW/Project,60,I don  t know how to check an item which already in the list;,mango,10/5/17 16:57,16:57:34,Setting a count back to 0 every time
251,20171005,HW4,90,Need help on question 5 & 7 on HW4;,yam,10/5/17 17:03,17:03:14,Checking that her code approach would not lose points
518,20171005,HW/Project,90,I can  t figure out how to go about creating programs for such things as counting boxes and creating shapes out of symbols; ,yam,10/5/17 17:07,17:07:26,Didn  t understand how to print counting box from last hw
361,20171005,HW/Project,60,cant exit loop,yam,10/5/17 17:29,17:29:10,student left
503,20171005,HW4,90,hw4_part7,yam,10/5/17 17:29,17:29:40,student left
575,20171005,HW/Project,30,I think I need to use Boolean flags here but I  m not sure,quince,10/5/17 16:51,16:51:59,nevermind 
311,20171005,HW/Project,60,How to find item in list without using in operator,yam,10/5/17 17:42,17:42:00,"Not sure how to check if something was in list w/o in"""""
355,20171005,HW/Project,60,nesting,yam,10/5/17 17:49,17:49:57,nevermind
325,20171005,HW/Project,60,Part 5; Checking if number is not duplicated 3 times in pin ex; 444,yam,10/5/17 17:50,17:50:53,PIN -how to check if it  s repeated (approach)
292,20171005,HW4,30,I left of on hw4 part 5; I don  t understand how to write a code that will reprompt the user for a pin when it starts/ends in 0 or is composed of three consecutive numbers+ I just wanted to talk about part 2 as well;,yam,10/5/17 17:55,17:55:10,student left
130,20171005,HW4,90,Hw4 part6; i need help figuring out how to make it print the task list and in the hours and task order,yam,10/5/17 17:55,17:55:30,Was clearing his list every time
193,20171005,HW/Project,30,I dont understand the concept of finding duplicates in lists,lima,10/5/17 18:13,18:13:00,Checking whats in list
130,20171005,HW4,90,"Hw4 part4; i need help figuring out how to make it print the highest grade and for the no"" part doesn  t get executed in the program and it accepts scores higher than 100 and negative valuies""",lima,10/5/17 18:31,18:31:30,Checking whats in list
264,20171005,HW/Project,90,stuck on while loop,lima,10/5/17 18:35,18:35:54,Grades help
265,20171005,HW/Project,60,My program doesn  t work,lima,10/5/17 18:45,18:45:54,Box hw help
311,20171005,HW/Project,60,How to find item in list without using in operator,lima,10/5/17 18:55,18:55:29,Grading HW help
355,20171005,HW/Project,30,list remove,lima,10/5/17 18:55,18:55:29,Grading HW help
193,20171005,HW/Project,90,indexing,,,,requested again
130,20171005,HW4,90,hw4 part7; I need help figuring out how to catch the duplicate  and print out the result of the list,,,,requested again
366,20171005,Lab5,5,I have completed my lab and would like for you to look at it;,lima,10/5/17 18:54,18:54:18,Lab check
130,20171005,HW4,90,Hw4 part7; I  m having syntax errors that it  s not defined even if it  s defined at the beginning,,,,office hours over
555,20171006,HW/Project,15,Trouble with index out of range,mango,10/6/17 10:00,10:00:38,Help with indexing part7
252,20171006,Lab5,90,How do I print out the right amount of votes for each language,berry,10/6/17 10:05,10:05:07,Lab5 help
397,20171006,HW5,5,My program is not removing/recognizing the zeros at the end and beginning of numbers inputted by the user (hw5_part5;py),mango,10/6/17 10:07,10:07:13,int vs string checking that the end character was an int 0 not str 0
173,20171006,HW4,30,HW4_Part7;py I need help to understand how to remove repeated items within a list,mango,10/6/17 10:09,10:09:51,Help with understanding duplicates part7
188,20171006,HW/Project,90,For part 7; my program recognizes duplicates; However; utilizing the ;remove() completely messes up the order of my list; How can I use ;append() to skip over items?,berry,10/6/17 10:11,10:11:12,Helped with part 7 and how to use boolean flags and remmoveing before appending
224,20171006,HW4,60,While looping and appending not functioning ,mango,10/6/17 10:16,10:16:07,Help with boolean flags
361,20171006,HW/Project,90,cant print last part of program without getting stuck in a while loop,berry,10/6/17 10:27,10:27:05,Needed help with part 7 and the loop not stopping - suggested boolean flag ans showd livecode
397,20171006,HW4,30,I am not sure how to get the outline of the box vertically for hw4_part2;py;,mango,10/6/17 10:28,10:28:29,Help with printing the fill of the box
555,20171006,HW/Project,15,Grocery list; help with logic of loops and if statments,berry,10/6/17 10:39,10:39:08,Needed help with boolean flags and while loop condition being a llist element
396,20171006,HW/Project,60,having trouble on part 7 traversing the list to check if an item is already in the list without the in operator and not sure if I am on the right berryh ,mango,10/6/17 10:43,10:43:22,Bool flag help
367,20171006,HW/Project,90,If/while loop for question #7 and get the while loop to continue when the same food is repeated;,mango,10/6/17 10:52,10:52:13,Help with part 7 duplicates
494,20171006,HW/Project,60,My program is not iterating through lists properly,berry,10/6/17 10:57,10:57:19,Diredted him to the boolean flag livecode
414,20171006,HW/Project,60,I can not get my program to print a statement when the sentinel loop is used;,lima,10/6/17 10:59,10:59:01,Confusion with sentinel loops
510,20171006,HW/Project,15,I need help understanding Boolean;,berry,10/6/17 10:59,10:59:55,Explained how boolean flags work and showed her she can print inside of if ststements
311,20171006,HW/Project,90,Error statement won  t print,lima,10/6/17 11:08,11:08:02,Help checking what  s in list
340,20171006,HW/Project,30,I  m not sure how to check if a string is leading in zeros,lima,10/6/17 11:18,11:18:13,Problem with nested conditionals
114,20171006,HW/Project,90,I am struggling with number 5 and how to use boolean flags; Also how to make all of the errors display first before the user is prompted to re-enter data;,berry,10/6/17 11:11,11:11:35,Helped her with indexing at len-1
575,20171006,HW/Project,90,I think I have a problem with infinite loops but I don  t know how to solve it,lima,10/6/17 11:21,11:21:49,Help checking what  s in list
327,20171006,HW/Project,90,"How do I check for the contents of a list without using membership in""? I  ve tried using indexing with a while loop; but I think my while loop is faulty;""",berry,10/6/17 11:20,11:20:41,Needed help with boolean flags part 7
555,20171006,HW/Project,15,Trouble with printing PIN,lima,10/6/17 11:41,11:41:42,Infinite loop
218,20171006,HW/Project,90,Not sure how to print error when list appending item twice;,berry,10/6/17 11:34,11:34:04,Helped him to find max
426,20171006,HW/Project,90,My conditions are not properly being outputted; (part 5 on hw),pepper,10/6/17 11:41,11:41:46,Program was stuck in the wrong while loop -> not printing out expected answer
229,20171006,HW/Project,90,An issue with the indexing on part 5,pepper,10/6/17 11:45,11:45:28,Out of index logic error
494,20171006,HW/Project,30,Program not dealing with looping and boolean values correctly,lima,10/6/17 11:47,11:47:57,help checking what  s in list
340,20171006,Concept,5,Where should I put comments in this program,pepper,10/6/17 11:48,11:48:57,Wanted verification of where to put comments
414,20171006,HW/Project,60,When I put in a certain number it ignores my count,pepper,10/6/17 11:50,11:50:38,Needed while loops instead of if statements
311,20171006,HW/Project,90,Error statement won  t print,pepper,10/6/17 11:55,11:55:47,Needed to reset boolean inside while loop
257,20171006,HW4,30,For hw4_part5 I have the length part of the code completed; however I don  t know how to initialize individual numbers in order to stop the program if it starts with a 0,lima,10/6/17 11:56,11:56:17,Needed help finding max
510,20171006,HW/Project,15,I used boolean logic and the code works; But I am not sure if i did everything right;,,,,office hours over
257,20171006,HW4,15,There is only one error on my hw4_part6 where the code works perfectly but there is still an error message that comes out,,,,office hours over
114,20171006,HW/Project,90,I am on question 5 which deals with the PIN numbers; When the PIN is only 3 characters long; it does not print out the problem and instead just re-prompts for a response; Also; if the PIN is valid; it does not print the correct answer;,,,,office hours over
257,20171006,HW4,5,Very small and quick question about hw4_part1;py; The instructions say that you can assume the user will enter integers greater than 0; So is it fine if there is an error message when the number 0 is entered? Or should I create an if/while statement that makes the user keep entering a number until they get it correct;,,,,office hours over
510,20171006,HW/Project,15,My code works but It looks very complicated even though i am using Boolean logic,,,,office hours over
426,20171006,HW/Project,90,I dont know how to make a condition that doesn  t allow users to enter repeating numbers; (ex: 555; part 5 of homework),,,,office hours over
327,20171006,HW/Project,5,I am just trying to clean some code up; The program runs correctly; but I  m seeing if I can organize it a bit better;,,,,office hours over
414,20171006,HW/Project,60,I don  t know how to get my program to search for the largest number in my list,,,,office hours over
575,20171006,HW/Project,60,what is an EOF error? how do I fix that?,nectarine,10/6/17 13:06,13:06:36,fixed the error
246,20171006,HW/Project,60,Part2 - wrong output,nectarine,10/6/17 13:10,13:10:19,while loop running too many times
190,20171006,HW4,60,I have a question on hw4_part5;py a few questions regarding input and strategy ,nectarine,10/6/17 13:15,13:15:45,strings are allowed
504,20171006,HW/Project,90,Syntax errors,nectarine,10/6/17 13:17,13:17:32,while loops need colons; who knew
193,20171006,HW/Project,90,duplication in list,nectarine,10/6/17 13:21,13:21:58,print out debugging
426,20171006,HW/Project,90,I dont know you to create of condition for  not repeating the same number in input; Ex; 555  PART 5,nectarine,10/6/17 13:25,13:25:27,strings are lists of characters
397,20171006,HW/Project,60,Unsure why repeated values won  t leave my list;,nectarine,10/6/17 13:30,13:30:20,indenting sucks
218,20171006,HW/Project,90,Cant print out error when index list appended equals to the same thing;,nectarine,10/6/17 13:32,13:32:36,out of range error
190,20171006,HW4,60,I have  a question on hw4_part5 on input as string or int and strategy in general,nectarine,10/6/17 13:35,13:35:26,student left
257,20171006,HW4,15,hw4_part7; the sentinel STOP is printed out with the rest of my grocery list,nectarine,10/6/17 13:39,13:39:39,how to check for validity
510,20171006,HW/Project,15,Need help with boolean; code works though;,nectarine,10/6/17 13:45,13:45:12,you  re fine just commet
130,20171006,HW4,90,Hw4 pt7; i need help figuring out how to check and append the items if it  s not already in the list and also index out of range error,coconut,10/6/17 13:56,13:56:41,whoops; no note
187,20171006,Lab4,30,Check lab04  and lab05 for credit,nectarine,10/6/17 13:57,13:57:13,lab 5 did not work lab 5 did
246,20171006,HW/Project,15,Part 2 - closer but sideways,eggplant,10/6/17 13:59,13:59:23,Program would infinite loop for part 2; I gave her a direction for that; She asked for help on part 4 with input validation
396,20171006,HW/Project,90,part 5 of the homework not sure how to check if the pin starts/ends with 0 or how to check if the pin is a repeated number ,horseradish,10/6/17 14:28,14:28:10,student left
552,20171006,Other,30,Program isn  t counting correctly for Lists,eggplant,10/6/17 14:15,14:15:01,Wanted to know how to print out individual content of list and ideas on how to catch QUIT for part 7
504,20171006,HW/Project,30,Syntax errors,eggplant,10/6/17 14:19,14:19:45,eggplant fill this out
130,20171006,HW4,90,hw4 part 4; I need help figuring out how to make it check the condition when extra credit is allowed; it  s skipping it and goes to the other conditions instead; also how to end a while loop without infinite looping? ,horseradish,10/6/17 14:28,14:28:28,loop logic was wrong
397,20171006,HW/Project,60,Unsure why repeated values won  t leave my list; also first entry repeats twice in final print;,nectarine,10/6/17 14:38,14:38:33,student left
557,20171006,HW4,90,I  m stuck with some if statements on parts 5 and 7 in homework 4;,nectarine,10/6/17 14:39,14:39:00,confused on what while loop needed to do
437,20171006,HW/Project,60,My program is printing an infinite loop and i don  t know why,horseradish,10/6/17 14:46,14:46:35,student left
318,20171006,HW/Project,60,my sentinel is not ending my while loop,nectarine,10/6/17 14:45,14:45:00,needed an if
552,20171006,HW/Project,30,Structure needs work,,,,requested again
171,20171006,HW/Project,60,index error,horseradish,10/6/17 14:48,14:48:10,Loop logic issues
257,20171006,HW/Project,5,For part 1 the instructions say that it is fine if 0 doesn  t work in the code; but should I create an if-else statement to reprompt the user to input a valid number?,nectarine,10/6/17 14:50,14:50:11,clarification
564,20171006,HW/Project,60,How to check if a pin starts or ends with 0,nectarine,10/6/17 14:53,14:53:17,confused on checking things
378,20171006,HW/Project,90,Checking the last number of string in PIN hw,nectarine,10/6/17 14:54,14:54:35,student left
510,20171006,HW/Project,15,Need help with lists,,,,requested again
147,20171006,Lab5,60,I finished my lab 5; but need a TA to check it;,nectarine,10/6/17 14:55,14:55:24,student left
414,20171006,HW/Project,60,I don  t know how to get my code to search my list for the highest number in the list,nectarine,10/6/17 14:55,14:55:49,directed to lab 4
355,20171006,HW/Project,90,lists and while loops,nectarine,10/6/17 14:57,14:57:47,indenting sucks
504,20171006,HW/Project,60,Syntax errors,,,,requested again
355,20171006,HW/Project,60,list indexing and checking a list,,,,requested again
320,20171006,HW/Project,30,I don  t understand how to use the strip command and while loops to enable me to remove just the first 0 in a string,horseradish,10/6/17 15:00,15:00:07,Faulty loop logic
257,20171006,HW/Project,30,Almost done part 7; but after something is repeated once; the program only corrects it the first time not if it happens again,,,,requested again
130,20171006,HW4,90,hw4 pt7; i am still getting out of bounds error and i can  t figure out how to make it go through all the loop sequence and store the value in the list,,,,requested again
229,20171006,HW/Project,90,I don  t understand getting the list statements to start up in part4,,,,requested again
257,20171006,HW/Project,15,Part 5; the pin isn  t a list so how can we check the values of it?,,,,requested again
557,20171006,HW4,90,I  m having trouble with some if statements in parts 5 and 7 of homework 4,,,,requested again
318,20171006,HW/Project,60,how do i check to see if words are duplicates in a list,,,,requested again
318,20171006,HW/Project,60,How do i use a while loop to create a box,,,,requested again
429,20171006,HW/Project,15,My program is exiting before I think it should; and I don  t know why what I wrote isn  t working,berry,10/6/17 15:04,15:04:52,needed a while loop
311,20171006,HW/Project,90,how to store input in list separated,berry,10/6/17 15:11,15:11:16,how to get the last element of list
140,20171006,HW4,90,HW4_part2; My program started an infinite loop then crashed my computer;,berry,10/6/17 15:15,15:15:08,structure of code
265,20171006,HW/Project,60,I don  t know what to do next,nectarine,10/6/17 15:39,15:39:52,logic for max
246,20171006,HW/Project,60,Part2- printing wrong,berry,10/6/17 15:48,15:48:01,logic for height
557,20171006,HW4,90,I  m stuck on part 5 of hw4,nectarine,10/6/17 15:47,15:47:44,nevermind
362,20171006,HW4,15,hw4 part4 and 6 outputs ,nectarine,10/6/17 15:48,15:48:38,indenting sucks
463,20171006,HW4,15,CS 201- (hw4_part2) [printing box with inside diffferent than outside]: I  m struggling trying to figure out how to structure the while loops to make the width print like it should;,mango,10/6/17 15:56,15:56:43,Help with printing the box
414,20171006,HW/Project,60,Not sure how to print a list of hours along with corresponding tasks,quince,10/6/17 16:01,16:01:38,student left
130,20171006,HW4,90,hw4 pt4; I am having trouble figuring out how to get to the sequence in the loop; it doesn  t go through the whole loop and accepts the wrong values,quince,10/6/17 16:02,16:02:14,input order
575,20171006,Other,15,How to run code on Linux,berry,10/6/17 16:06,16:06:58,disk quota issue
224,20171006,HW4,90,Items already on the list keeps appending,mango,10/6/17 16:08,16:08:11,Help with setting bool flag
355,20171006,HW/Project,15,printing a box and different characters to fill the box,quince,10/6/17 16:09,16:09:05,order of input & indexing
429,20171006,HW/Project,30,My program isn  t printing out error messages as I think it should,mango,10/6/17 16:12,16:12:06,Help with logic
564,20171006,HW/Project,60,How to check for duplicates ,cacao,10/6/17 16:14,16:14:40,Used boolean flag to check for duplicates
318,20171006,HW/Project,60,the middle of the box is giving me errors,mango,10/6/17 16:23,16:23:56,Help with the box
504,20171006,HW/Project,90,My code does not work ,nectarine,10/6/17 16:06,16:06:00,student left
535,20171006,HW/Project,90,I still need help finding duplicates in Part 7,quince,10/6/17 16:24,16:24:28,logic grocery store
311,20171006,HW/Project,90,Index error and booleans,cacao,10/6/17 16:26,16:26:23,Boolean flags were backwards
130,20171006,Concept,90,Hw4 part5; i need help checking the conditionals and to go through the whole loop and check each and everything; im having logical errors,,,,requested again
140,20171006,HW/Project,60,Im having trouble thinking of a concept to achieve a limit of the amount of numbers entered;,mango,10/6/17 16:31,16:31:59,Help printing
265,20171006,HW4,60,I don  t know what to do next for hw4_part4,quince,10/6/17 16:32,16:32:56,went over finding max value 
510,20171006,HW/Project,15,Need help with list; When user makes a grocery list and repeats an item; the code should show an error; Stuck!,cacao,10/6/17 16:39,16:39:51,prompting for input inside duplicate checking loop
578,20171006,HW/Project,60,Very stuck,quince,10/6/17 16:42,16:42:55,needed help with if elif & then walkthrough 
292,20171006,HW/Project,30,I just want to get the thought process rolling on not printing consecutive numbers and leading 0s on the hw,mango,10/6/17 16:47,16:47:51,Help with thought process for box
435,20171006,HW4,90,Cant restart the counter to check the list again in hw4_part7,cacao,10/6/17 16:49,16:49:56,covered Boolean flags
229,20171006,HW/Project,90,I  m having issues with boolean on part 5,quince,10/6/17 16:54,16:54:49,needed help with if strucutre
246,20171006,HW/Project,15,Checking for repeated numbers,mango,10/6/17 16:55,16:55:49,Help with  structure for pins
570,20171006,HW/Project,60,Logic for the filler on homework problem 2,,,,office hours over
557,20171006,HW4,90,I  m stuck with the if statement that checks all the indexes in the list in hw4 part 7,,,,office hours over
362,20171006,HW/Project,15,fixing ouptut part 6,,,,office hours over
429,20171006,HW/Project,30,Part 5 - checking for duplicates and part 7 checking when to append to list,,,,office hours over
535,20171006,HW/Project,90,I still need help finding duplicates in Part 7 ,,,,office hours over
115,20171006,HW/Project,30,Should I rethink all of my while loops for conditionals instead? Also; should I rethink my major since I  m struggling on this basic stuff? Also; should I rethink my whole life because I  m struggling in this class? ,,,,office hours over
265,20171006,HW4,30,I don  t know what to do next for hw4_part5,,,,office hours over
396,20171009,HW/Project,30,having trouble figuring out what to write in the numLetter function for part1 ,watermelon,10/9/17 10:19,10:19:14,referred them to lecture slides for formal parameters
